"ITEMCODE","LOCATIONKEY","QUANTITYONHAND","QUANTITYBACKORDERED","QUANTITYRESERVED","QUANTITYINTRANSIT","BINLOCATION"
"RP-1201A2-P","01","0","0","0","0","CC"
"RP-1201A2-P","02","0","0","0","0",""
"RP-1201A2-P","03","0","0","0","0",""
"RP-1201A2-P-2.5","01","0","0","0","0",""
"RP-1201A2-P-2.5","02","0","0","0","0",""
"RP-1201A2-P-2.5","03","0","0","0","0",""
"RP-1201A2-P6-S","01","0","0","0","0","RI"
"RP-1201A2-P6-S","02","0","0","0","0",""
"RP-1201A2-P6-S","03","0","0","0","0",""
"RP-1201A5-S","00","0","0","0","0","RP"
"RP-1201A5-S","01","0","0","0","0",""
"RP-1201A5-S","02","0","0","0","0",""
"RP-1201A5-S","03","0","0","0","0",""
"RP-1201AA","00","0","0","0","0",""
"RP-1201AA","01","0","0","0","0","RI"
"RP-1201AA","02","24","0","0","0","CC"
"RP-1201AA","03","0","0","0","0",""
"FX951-66","05","0","0","0","0",""
"500E-0083","03","0","0","0","0",""
"PTS-1-1/2-CW-1F","02","0","0","0","0",""
"CFB1159225HB","03","0","0","0","0",""
"WT1013N","02","0","0","0","0",""
"WT1011N","02","0","0","0","0",""
"RP-1202A-P-D","01","0","0","0","0",""
"RP-1202A-P-D","02","0","0","0","0",""
"RP-1202A-P-D","03","0","0","0","0",""
"RP-1204A-SP","01","0","0","0","0",""
"RP-1204A-SP","02","0","0","0","0",""
"RP-1204A-SP","03","0","0","0","0",""
"RP-1205A-SP","01","0","0","0","0",""
"RP-1205A-SP","02","0","0","0","0",""
"RP-1205A-SP","03","0","0","0","0",""
"RP-1206A-P5","01","0","0","0","0",""
"RP-1206A-P5","02","0","0","0","0",""
"RP-1206A-P5","03","0","0","0","0",""
"RP-1217","00","0","0","0","0",""
"RP-1217","01","0","0","0","0",""
"RP-1217","02","0","0","0","0",""
"RP-1217","03","0","0","0","0",""
"RP-1220","00","0","0","0","0","C"
"RP-1220","01","0","0","0","0",""
"RP-1220","02","0","0","0","0",""
"RP-1220","03","0","0","0","0",""
"MRC440V3","02","1","0","0","0","RI"
"MRC440V2","02","0","0","0","0",""
"S-18342","02","75","0","0","0",""
"ST122HD202","03","0","0","0","0",""
"MSC250V36","02","0","1","0","0",""
"MSC250V43","02","1","0","0","0","RI"
"RP-1220-P","00","0","0","0","0",""
"RP-1220-P","01","0","0","0","0",""
"RP-1220-P","02","0","0","0","0",""
"RP-1220-P","03","0","0","0","0",""
"RP-1225-P","01","0","0","0","0",""
"RP-1225-P","02","0","0","0","0",""
"RP-1225-P","03","0","0","0","0",""
"RP-1230","00","0","0","0","0","RP"
"RP-1230","01","0","0","0","0",""
"RP-1230","02","0","0","0","0",""
"RP-1230","03","0","0","0","0",""
"RP-1240R-P","00","0","0","0","0","C"
"RP-1240R-P","01","0","0","0","0","CC"
"RP-1240R-P","02","0","0","0","0",""
"RP-1240R-P","03","0","0","0","0",""
"RP-1250","","0","0","0","0",""
"RP-1250","00","0","0","0","0","C"
"RP-1250","01","0","0","0","0","CC"
"RP-1250","02","0","0","0","0",""
"RP-1250","03","0","0","0","0",""
"MSC250V30","02","0","0","0","0",""
"MRC440V25","02","0","0","0","0",""
"ST122HD202","02","2","0","0","0","RP"
"01432","03","0","0","0","0",""
"RP-1250-P","","0","0","0","0",""
"RP-1250-P","00","0","0","0","0","C"
"RP-1250-P","01","0","0","0","0","CC"
"RP-1250-P","02","0","0","0","0",""
"RP-1250-P","03","0","0","0","0",""
"RP-1250-P-3.5","01","0","0","0","0",""
"RP-1250-P-3.5","02","0","0","0","0",""
"RP-1250-P-3.5","03","0","0","0","0",""
"RP-1250-P-EU","02","0","0","0","0",""
"RP-1250-P-EU","03","0","0","0","0",""
"RP-1250-P-L","01","0","0","0","0","CC"
"RP-1250-P-L","02","0","0","0","0",""
"RP-1250-P-L","03","0","0","0","0",""
"ELE404-PRE2018","03","0","0","0","0",""
"RP-1260-P-ILD41","02","689","0","0","0","R"
"RP-1260-P-ILD41","03","0","0","0","0",""
"RP-1280","00","0","0","0","0","C"
"RP-1280","01","0","0","0","0","CC"
"RP-1280","02","0","0","0","0",""
"RP-1280","03","0","0","0","0",""
"RP-1280-P","","0","0","0","0",""
"RP-1280-P","00","0","0","0","0","C"
"RP-1280-P","01","0","0","0","0","CC"
"RP-1280-P","02","0","0","0","0",""
"RP-1280-P","03","0","0","0","0",""
"RP-1283","","0","0","0","0",""
"RP-1283","00","0","0","0","0","C"
"RP-1283","01","0","0","0","0","CC"
"RP-1283","02","0","0","0","0",""
"RP-1283","03","0","0","0","0",""
"FRN0.50SP-500FT","03","0","0","0","0",""
"FR830-02","03","0","0","0","0",""
"SA-4050AHD-2MMA","03","0","0","0","0",""
"MT-8006B","03","0","0","0","0",""
"RP-1501A-P","","0","0","0","0",""
"RP-1501A-P","01","0","0","0","0","CC"
"RP-1501A-P","02","0","0","0","0",""
"RP-1501A-P","03","0","0","0","0",""
"RP-1540","00","0","0","0","0","C"
"RP-1540","01","0","0","0","0","CC"
"RP-1540","02","0","0","0","0",""
"RP-1540","03","0","0","0","0",""
"RP-1560","00","0","0","0","0",""
"RP-1560","01","0","0","0","0",""
"RP-1560","02","0","0","0","0",""
"RP-1560","03","0","0","0","0",""
"RP-1601AA1","01","0","0","0","0","CC"
"RP-1601AA1","02","0","0","0","0",""
"RP-1601AA1","03","0","0","0","0",""
"RP-1601AA25","02","12","0","0","0","RP"
"RP-1601AA25","03","0","0","0","0",""
"RP-1630A","00","0","0","0","0","C"
"RP-1630A","01","0","0","0","0","CC"
"RP-1630A","02","0","0","0","0",""
"RP-1630A","03","0","0","0","0",""
"RP-1630A-2.5","01","0","0","0","0",""
"RP-1630A-2.5","02","0","0","0","0",""
"RP-1630A-2.5","03","0","0","0","0",""
"RP-1650AA-2.5R","","0","0","0","0",""
"RP-1650AA-2.5R","01","0","0","0","0",""
"RP-1650AA-2.5R","02","0","0","0","0",""
"RP-1650AA-2.5R","03","0","0","0","0",""
"RP-1670A","00","0","0","0","0",""
"RP-1670A","01","0","0","0","0",""
"RP-1670A","02","0","0","0","0",""
"RP-1670A","03","0","0","0","0",""
"RP-1801A2-P","01","0","0","0","0",""
"RP-1801A2-P","02","0","0","0","0",""
"RP-1801A2-P","03","0","0","0","0",""
"RP-1804A-P","01","0","0","0","0",""
"RP-1804A-P","02","0","0","0","0",""
"RP-1804A-P","03","0","0","0","0",""
"RP-1840-P","00","0","0","0","0",""
"RP-1840-P","01","0","0","0","0",""
"RP-1840-P","02","0","0","0","0",""
"RP-1840-P","03","0","0","0","0",""
"RP-1850-P","01","0","0","0","0","CC"
"RP-1850-P","02","0","0","0","0",""
"RP-1850-P","03","0","0","0","0",""
"RP-1880","00","0","0","0","0",""
"RP-1880","01","0","0","0","0",""
"RP-1880","02","0","0","0","0",""
"RP-1880","03","0","0","0","0",""
"RP-1880-P","","0","0","0","0",""
"RP-1880-P","00","0","0","0","0",""
"RP-1880-P","01","0","0","0","0","CC"
"RP-1880-P","02","0","0","0","0",""
"RP-1880-P","03","0","0","0","0",""
"999-ACTIVE-COG","03","0","0","0","0",""
"58-426-0","03","0","0","0","0",""
"SB-L10V1-20Q","03","0","0","0","0",""
"HWM2420U20WDBK","03","0","0","0","0",""
"RP-2401A-P","01","0","0","0","0","CC"
"RP-2401A-P","02","0","0","0","0",""
"RP-2401A-P","03","0","0","0","0",""
"RP-2401A5-P","","0","0","0","0",""
"RP-2401A5-P","01","0","0","0","0",""
"RP-2401A5-P","02","0","0","0","0",""
"RP-2401A5-P","03","0","0","0","0",""
"RP-2401AA","02","32","0","0","0","C"
"RP-2401AA","03","0","0","0","0",""
"RP-2403A-P","01","0","0","0","0",""
"RP-2403A-P","02","0","0","0","0",""
"RP-2403A-P","03","0","0","0","0",""
"RP-2405A-P5","01","0","0","0","0","RI"
"RP-2405A-P5","02","0","0","0","0",""
"RP-2405A-P5","03","0","0","0","0",""
"RP-2440","00","0","0","0","0","C"
"RP-2440","01","0","0","0","0","CC"
"RP-2440","02","0","0","0","0",""
"RP-2440","03","0","0","0","0",""
"RP-2440-P","00","0","0","0","0",""
"RP-2440-P","01","0","0","0","0","CC"
"RP-2440-P","02","0","0","0","0",""
"RP-2440-P","03","0","0","0","0",""
"RP-2450A","01","0","0","0","0","CC"
"RP-2450A","02","0","0","0","0",""
"RP-2450A","03","0","0","0","0",""
"RP-2460-P","00","0","0","0","0",""
"RP-2460-P","01","0","0","0","0",""
"RP-2460-P","02","0","0","0","0",""
"RP-2460-P","03","0","0","0","0",""
"79-695","02","2","0","0","0","R"
"RP-3500-PBE1","01","0","0","0","0",""
"RP-3500-PBE1","02","0","0","0","0",""
"RP-3500-PBE1","03","0","0","0","0",""
"RP-4501-S-P","01","0","0","0","0","RI"
"RP-4501-S-P","02","0","0","0","0",""
"RP-4501-S-P","03","0","0","0","0",""
"RP-4588-S-P","01","0","0","0","0",""
"RP-4588-S-P","02","0","0","0","0",""
"RP-4588-S-P","03","0","0","0","0",""
"RP-601A4-P","02","0","0","0","0",""
"RP-601A4-P","03","0","0","0","0",""
"RP-6500","00","0","0","0","0","C"
"RP-6500","01","0","0","0","0","CC"
"RP-6500","02","0","0","0","0",""
"RP-6500","03","0","0","0","0",""
"RP-6500-P","00","0","0","0","0","C"
"RP-6500-P","01","0","0","0","0","CC"
"RP-6500-P","02","0","0","0","0",""
"RP-6500-P","03","0","0","0","0",""
"RP-6500-PBE1","01","0","0","0","0",""
"RP-6500-PBE1","02","0","0","0","0",""
"RP-6500-PBE1","03","0","0","0","0",""
"RP-7066C","00","0","0","0","0","RP"
"RP-7066C","01","0","0","0","0",""
"RP-7066C","02","0","0","0","0",""
"RP-7066C","03","0","0","0","0",""
"RP-7501-P-EU","00","0","0","0","0","RP"
"RP-7501-P-EU","01","0","0","0","0",""
"RP-7501-P-EU","02","0","0","0","0",""
"RP-7501-P-EU","03","0","0","0","0",""
"RP-9200-P","00","0","0","0","0",""
"RP-9200-P","01","0","0","0","0","CC"
"RP-9200-P","02","0","0","0","0",""
"RP-9200-P","03","0","0","0","0",""
"RP-9300","01","0","0","0","0",""
"RP-9300","02","89","0","0","0","RI"
"RP-9300","03","0","0","0","0",""
"RP-9300-PX","00","0","0","0","0",""
"RP-9300-PX","01","0","0","0","0","RI"
"RP-9300-PX","02","0","0","0","0",""
"RP-9300-PX","03","0","0","0","0",""
"RP-9500","00","0","0","0","0","RP"
"RP-9500","01","0","0","0","0","CC"
"RP-9500","02","0","0","0","0",""
"RP-9500","03","0","0","0","0",""
"8329TFF-50ML","03","0","0","0","0",""
"FLK-TLK281","03","0","0","0","0",""
"35622","03","0","0","0","0",""
"RP-9500-P","00","0","0","0","0","C"
"RP-9500-P","01","0","0","0","0","CC"
"RP-9500-P","02","0","0","0","0",""
"RP-9500-P","03","0","0","0","0",""
"RP-9500-SK195","00","0","0","0","0",""
"RP-9500-SK195","01","0","0","0","0",""
"RP-9500-SK195","02","0","0","0","0",""
"RP-9500-SK195","03","0","0","0","0",""
"RP-9500R","00","0","0","0","0","C"
"RP-9500R","01","0","0","0","0",""
"RP-9500R","02","0","0","0","0",""
"RP-9500R","03","0","0","0","0",""
"RP-9500R-P","00","0","0","0","0","RP"
"RP-9500R-P","01","0","0","0","0","CC"
"RP-9500R-P","02","0","0","0","0",""
"RP-9500R-P","03","0","0","0","0",""
"RP-9700-SK197RP","01","0","0","0","0",""
"RP-9700-SK197RP","02","0","0","0","0",""
"RP-9700-SK197RP","03","0","0","0","0",""
"7077-C","03","0","0","0","0",""
"7081-C","03","0","0","0","0",""
"2238-21","03","0","0","0","0",""
"AC-AGW7","03","0","0","0","0",""
"RP-DRIVER","00","0","0","0","0","RP"
"RP-DRIVER","01","0","0","0","0","RI"
"RP-DRIVER","02","0","0","0","0",""
"RP-DRIVER","03","0","0","0","0",""
"RP8300B2M1BLK","02","0","0","0","0",""
"RP8300B2M1BLK","03","0","0","0","0",""
"RP8300B2M1BLU","02","0","0","0","0",""
"RP8300B2M1BLU","03","0","0","0","0",""
"RP8300B2M1GRN","02","0","0","0","0",""
"RP8300B2M1GRN","03","0","0","0","0",""
"RP8300B2M1RED","02","0","0","0","0",""
"RP8300B2M1RED","03","0","0","0","0",""
"RP8300B2M1WHT","02","0","0","0","0",""
"RP8300B2M1WHT","03","0","0","0","0",""
"RP8300B2M1YLW","02","0","0","0","0",""
"RP8300B2M1YLW","03","0","0","0","0",""
"RPA511-6A","01","0","0","0","0",""
"RPA511-6A","02","0","0","0","0",""
"RPA511-6A","03","0","0","0","0",""
"RPECAT","00","0","0","0","0",""
"RPECAT","01","0","0","0","0","RI"
"RPECAT","02","0","0","0","0",""
"RPECAT","03","0","0","0","0",""
"RPF-RCA-6","01","0","0","0","0","RP"
"RPF-RCA-6","02","0","0","0","0",""
"RPF-RCA-6","03","0","0","0","0",""
"RPI-8MP","02","1","0","0","0","RI"
"RPI-8MP","03","0","0","0","0",""
"RPI-NOIR","02","2","0","0","0","RI"
"RPI-NOIR","03","0","0","0","0",""
"RPM2","01","0","0","0","0","RI"
"RPM2","02","0","0","0","0",""
"RPM2","03","0","0","0","0",""
"RPR-051A5-P5","01","0","0","0","0","CC"
"RPR-051A5-P5","02","0","36","0","0","CC"
"RPR-051A5-P5","03","0","0","0","0",""
"RPR-051A5-UMB","02","480","0","0","0","CC"
"RPR-051A5-UMB","03","0","0","0","0",""
"RPR-052A6-P5","01","0","0","0","0",""
"RPR-052A6-P5","02","0","0","0","0",""
"RPR-052A6-P5","03","0","0","0","0",""
"RPR-053A0-P5","","0","0","0","0",""
"RPR-053A0-P5","01","0","0","0","0","CC"
"RPR-053A0-P5","02","0","29","0","0","CC"
"RPR-053A0-P5","03","0","0","0","0",""
"RPR-053A0-UMB","02","492","0","0","0","CC"
"RPR-053A0-UMB","03","0","0","0","0",""
"RPR-061A2-P5","01","0","0","0","0","CC"
"RPR-061A2-P5","02","370","0","0","0","CC"
"RPR-061A2-P5","03","0","0","0","0",""
"RPR-062A5-P5","01","0","0","0","0","CX"
"RPR-062A5-P5","02","0","0","0","0",""
"RPR-062A5-P5","03","0","0","0","0",""
"RPR-063A0-P5","01","0","0","0","0","CC"
"RPR-063A0-P5","02","238","0","0","0","CC"
"RPR-063A0-P5","03","0","0","0","0",""
"RPR-072A5U-N5","02","0","0","0","0",""
"RPR-072A5U-N5","03","0","0","0","0",""
"RPR-091A5-N5","02","0","0","0","0",""
"RPR-091A5-N5","03","0","0","0","0",""
"RPR-091A5-P3","01","0","0","0","0","CC"
"RPR-091A5-P3","02","0","0","0","0",""
"RPR-091A5-P3","03","0","0","0","0",""
"RPR-091A5-P5","02","0","0","0","0",""
"RPR-091A5-P5","03","0","0","0","0",""
"RPR-092A-P5","","0","0","0","0",""
"RPR-092A-P5","01","0","0","0","0",""
"RPR-092A-P5","02","0","0","0","0",""
"RPR-092A-P5","03","0","0","0","0",""
"RPR-092A2-P5","01","0","0","0","0","CC"
"RPR-092A2-P5","02","301","0","0","0","CC"
"RPR-092A2-P5","03","0","0","0","0",""
"RPR-09600-P5","01","0","0","0","0","CC"
"RPR-09600-P5","02","1022","0","0","0","CC"
"RPR-09600-P5","03","0","0","0","0",""
"RPR-1201A2-P5","01","0","0","0","0","CC"
"RPR-1201A2-P5","02","0","0","0","0",""
"RPR-1201A2-P5","03","0","0","0","0",""
"RPR-1201A5-P5","","0","0","0","0",""
"RPR-1201A5-P5","01","0","0","0","0",""
"RPR-1201A5-P5","02","0","0","0","0",""
"RPR-1201A5-P5","03","0","0","0","0",""
"RPR-1201A6-N5","01","0","0","0","0","CC"
"RPR-1201A6-N5","02","352","0","0","0","C"
"RPR-1201A6-N5","03","0","0","0","0",""
"RPR-1201A6-P5","01","0","0","0","0","CC"
"RPR-1201A6-P5","02","1188","0","1","0","CC"
"RPR-1201A6-P5","03","0","0","0","0",""
"RPR-1201A6-P6","02","414","0","0","0","CC"
"RPR-1201A6-P6","03","0","0","0","0",""
"RPR-1202A0-P5","","0","0","0","0",""
"RPR-1202A0-P5","01","0","0","0","0","CC"
"RPR-1202A0-P5","02","855","0","3","0","CC"
"RPR-1202A0-P5","03","0","0","0","0",""
"RPR-1203A0-P5","02","866","0","0","0","CC"
"RPR-1203A0-P5","03","0","0","0","0",""
"RPR-12600-P5","01","0","0","0","0","CC"
"RPR-12600-P5","02","1045","0","0","0","CC"
"RPR-12600-P5","03","0","0","0","0",""
"RPR-1501A2-P5","01","0","0","0","0",""
"RPR-1501A2-P5","02","0","0","0","0",""
"RPR-1501A2-P5","03","0","0","0","0",""
"RPR-1501A3-P5","01","0","0","0","0","CC"
"RPR-1501A3-P5","02","295","0","0","0","CC"
"RPR-1501A3-P5","03","0","0","0","0",""
"RPR-1801A-P5","01","0","0","0","0",""
"RPR-1801A-P5","02","0","0","0","0",""
"RPR-1801A-P5","03","0","0","0","0",""
"RPR-1801A1-P5","01","0","0","0","0","CC"
"RPR-1801A1-P5","02","611","0","0","0","CC"
"RPR-1801A1-P5","03","0","0","0","0",""
"RPR-2401A0-P5","01","0","0","0","0","CC"
"RPR-2401A0-P5","02","364","0","0","0","CC"
"RPR-2401A0-P5","03","0","0","0","0",""
"RPR-24500-N5","02","42","0","0","0","CX"
"RPR-24500-N5","03","0","0","0","0",""
"RPR-24500-P5","01","0","0","0","0","CC"
"RPR-24500-P5","02","267","0","0","0","CC"
"RPR-24500-P5","03","0","0","0","0",""
"RPR-24750-P5","01","0","0","0","0",""
"RPR-24750-P5","02","0","0","0","0",""
"RPR-24750-P5","03","0","0","0","0",""
"RPR-24800-P5","01","0","0","0","0","CC"
"RPR-24800-P5","02","644","0","0","0","CC"
"RPR-24800-P5","03","0","0","0","0",""
"RPR-UAU","02","50","0","0","0","R"
"RPR-UEU","02","13","0","-7","0",""
"RPR-UUK","01","0","0","0","0",""
"RPR-UUK","02","50","0","0","0","R"
"RPR-UUK","03","0","0","0","0",""
"RPR-UUS","02","28","0","0","0","R"
"RPRG6-12","01","0","0","0","0",""
"RPRG6-12","02","0","0","0","0",""
"RPRG6-12","03","0","0","0","0",""
"RPS-1203UL","01","0","0","0","0","RP"
"RPS-1203UL","02","0","0","0","0",""
"RPS-1203UL","03","0","0","0","0",""
"CR1225-5","02","5","0","0","0","R"
"4806","02","0","0","0","0",""
"CFA11525489HB","05","0","0","0","0",""
"4140-400G","05","0","0","0","0",""
"12CL5MX","02","2","0","0","0","R"
"121423001","02","1","0","0","0",""
"RPS-1210UL","00","0","0","0","0","RP"
"RPS-1210UL","01","0","0","0","0","CC"
"RPS-1210UL","02","0","0","0","0",""
"RPS-1210UL","03","0","0","0","0",""
"83-1000-0186","02","0","0","0","0",""
"S-19847","02","75","0","0","0",""
"S-3928P","02","2","0","0","0",""
"500E-0073","02","0","0","0","0",""
"RPT-050XXXXXXX","01","0","0","0","0",""
"RPT-050XXXXXXX","02","0","0","0","0",""
"RPT-050XXXXXXX","03","0","0","0","0",""
"RPT-0505A-P5-2S","01","0","0","0","0",""
"RPT-0505A-P5-2S","02","0","0","0","0",""
"RPT-0505A-P5-2S","03","0","0","0","0",""
"RPT-1202AXXXXXX","01","0","0","0","0",""
"RPT-1202AXXXXXX","02","0","0","0","0",""
"RPT-1202AXXXXXX","03","0","0","0","0",""
"RPT-1202A5-P5-2","01","0","0","0","0",""
"RPT-1202A5-P5-2","02","0","0","0","0",""
"RPT-1202A5-P5-2","03","0","0","0","0",""
"RPT-1203A3XXXXX","01","0","0","0","0",""
"RPT-1203A3XXXXX","02","0","0","0","0",""
"RPT-1203A3XXXXX","03","0","0","0","0",""
"RPT-1205AXXXXXX","01","0","0","0","0",""
"RPT-1205AXXXXXX","02","0","0","0","0",""
"RPT-1205AXXXXXX","03","0","0","0","0",""
"RPT-1502A6XXXXX","01","0","0","0","0",""
"RPT-1502A6XXXXX","02","0","0","0","0",""
"RPT-1502A6XXXXX","03","0","0","0","0",""
"RPT-1802A7XXXXX","01","0","0","0","0",""
"RPT-1802A7XXXXX","02","0","0","0","0",""
"RPT-1802A7XXXXX","03","0","0","0","0",""
"RPT-2402A0XXXXX","01","0","0","0","0",""
"RPT-2402A0XXXXX","02","0","0","0","0",""
"RPT-2402A0XXXXX","03","0","0","0","0",""
"RPT108-12-P5-A3","01","0","0","0","0","CC"
"RPT108-12-P5-A3","02","72","0","0","0","CC"
"RPT108-12-P5-A3","03","0","0","0","0",""
"RPT120-24-P5-A3","01","0","0","0","0","CC"
"RPT120-24-P5-A3","02","57","0","0","0","CC"
"RPT120-24-P5-A3","03","0","0","0","0",""
"RPT192-12-D4-A3","01","0","0","0","0",""
"RPT192-12-D4-A3","02","96","0","0","0","CC"
"RPT192-12-D4-A3","03","0","0","0","0",""
"RPT200-24-D4-A3","01","0","0","0","0",""
"RPT200-24-D4-A3","02","79","0","0","0","CC"
"RPT200-24-D4-A3","03","0","0","0","0",""
"RPT25-05-P5-A2","01","0","0","0","0","CC"
"RPT25-05-P5-A2","02","442","0","0","0","CC"
"RPT25-05-P5-A2","03","0","0","0","0",""
"RPT30-12-P5-A2","01","0","0","0","0","CC"
"RPT30-12-P5-A2","02","0","0","0","0",""
"RPT30-12-P5-A2","03","0","0","0","0",""
"RPT30-12-P5-S3","01","0","0","0","0",""
"RPT30-12-P5-S3","02","0","0","0","0",""
"RPT30-12-P5-S3","03","0","0","0","0",""
"RPT40-12-P5-A3","","0","0","0","0",""
"RPT40-12-P5-A3","01","0","0","0","0","CC"
"RPT40-12-P5-A3","02","426","0","1","0","CC"
"RPT40-12-P5-A3","03","0","0","0","0",""
"RPT50-15-P5-A3","01","0","0","0","0","CC"
"RPT50-15-P5-A3","02","213","0","0","0","CC"
"RPT50-15-P5-A3","03","0","0","0","0",""
"RPT50-18-P5-A3","01","0","0","0","0","CC"
"RPT50-18-P5-A3","02","137","0","0","0","CC"
"RPT50-18-P5-A3","03","0","0","0","0",""
"RPT50-24-P5-A3","01","0","0","0","0","CC"
"RPT50-24-P5-A3","02","221","0","0","0","CC"
"RPT50-24-P5-A3","03","0","0","0","0",""
"RPT60-12-P5-A3","","0","0","0","0",""
"RPT60-12-P5-A3","01","0","0","0","0","CC"
"RPT60-12-P5-A3","02","316","0","0","0","CC"
"RPT60-12-P5-A3","03","0","0","0","0",""
"RPT65-24-P5-A3","01","0","0","0","0","CC"
"RPT65-24-P5-A3","02","79","0","0","0","CC"
"RPT65-24-P5-A3","03","0","0","0","0",""
"RPT90-12-P5-A3","01","0","0","0","0","CC"
"RPT90-12-P5-A3","02","0","6","0","0","CC"
"RPT90-12-P5-A3","03","0","0","0","0",""
"RPT90-19-P5-A3","01","0","0","0","0","CC"
"RPT90-19-P5-A3","02","26","0","0","0","CC"
"RPT90-19-P5-A3","03","0","0","0","0",""
"RPT90-24-P5-A3","01","0","0","0","0","CC"
"RPT90-24-P5-A3","02","14","0","0","0","CC"
"RPT90-24-P5-A3","03","0","0","0","0",""
"RPVA-10","01","0","0","0","0","RP"
"RPVA-10","02","0","0","0","0",""
"RPVA-10","03","0","0","0","0",""
"RPVA-16","01","0","0","0","0","RP"
"RPVA-16","02","0","0","0","0",""
"RPVA-16","03","0","0","0","0",""
"RPVA-20","01","0","0","0","0","RP"
"RPVA-20","02","0","0","0","0",""
"RPVA-20","03","0","0","0","0",""
"RPVA-3","01","0","0","0","0","RP"
"RPVA-3","02","0","0","0","0",""
"RPVA-3","03","0","0","0","0",""
"RPVA-6","01","0","0","0","0","RP"
"RPVA-6","02","0","0","0","0",""
"RPVA-6","03","0","0","0","0",""
"RR2-3RCN","02","0","0","0","0",""
"RR2-3RCN","03","0","0","0","0",""
"SE-18","02","0","0","0","0",""
"UDP1306C","02","2","0","0","0","CX"
"S-23289","02","50","0","0","0",""
"BME328-FALL22","02","6","0","0","0",""
"RRF10","00","0","0","0","0",""
"RRF10","01","0","0","0","0","RP"
"RRF10","02","0","0","0","0","RP"
"RRF10","03","0","0","0","0",""
"RRF12","00","0","0","0","0",""
"RRF12","01","0","0","0","0","RP"
"RRF12","02","0","0","0","0",""
"RRF12","03","0","0","0","0",""
"RRF16","02","2","0","0","0","RI"
"RRF16","03","0","0","0","0",""
"RRF18","00","0","0","0","0",""
"RRF18","01","0","0","0","0","RP"
"RRF18","02","2","0","0","0","RP"
"RRF18","03","0","0","0","0",""
"RRF21","01","0","0","0","0","RP"
"RRF21","02","1","0","0","0","RP"
"RRF21","03","0","0","0","0",""
"RRF27","01","0","0","0","0","RP"
"RRF27","02","0","0","0","0","R"
"RRF27","03","0","0","0","0",""
"RRF4","00","0","0","0","0",""
"RRF4","01","0","0","0","0","RP"
"RRF4","02","2","0","0","0","RP"
"RRF4","03","0","0","0","0",""
"RRF45","00","0","0","0","0",""
"RRF45","01","0","0","0","0","RP"
"RRF45","02","0","0","0","0",""
"RRF45","03","0","0","0","0",""
"RRF6","02","3","0","0","0","RP"
"RRF6","03","0","0","0","0",""
"RRTT1921BK1","01","0","0","0","0","RP"
"RRTT1921BK1","02","1","0","0","0","RP"
"RRTT1921BK1","03","0","0","0","0",""
"RRTT1928BK1","01","0","0","0","0","RP"
"RRTT1928BK1","02","0","0","0","0","RI"
"RRTT1928BK1","03","0","0","0","0",""
"RS-100-24","02","0","0","0","0",""
"RS-200","01","0","0","0","0","RI"
"RS-200","02","0","0","0","0",""
"RS-200","03","0","0","0","0",""
"RS-25-12","02","0","0","0","0",""
"RS-25-24","02","0","0","0","0",""
"RS-25-5","02","0","0","0","0",""
"RS-25-5","03","0","0","0","0",""
"WLIR3012A","02","2","0","0","0","R"
"210-340A","02","0","0","0","0",""
"USB31000SPTB","03","0","0","0","0",""
"SF-COM-14730","02","0","0","0","0",""
"SF-COM-14730","03","0","0","0","0",""
"M550","02","0","0","0","0",""
"SF-PRT-13828","02","3","0","0","0","RI"
"RS-3-PRO","02","0","0","0","0",""
"RS-3-PRO","03","0","0","0","0",""
"RS92I","02","0","0","0","0",""
"RS92I","03","0","0","0","0",""
"RSA-24","01","0","0","0","0","RI"
"RSA-24","02","0","0","0","0",""
"RSA-24","03","0","0","0","0",""
"RSC-001","02","0","0","0","0",""
"RSC-001","03","0","0","0","0",""
"RSF-R80-2","01","0","0","0","0","RI"
"RSF-R80-2","02","29","0","0","0","RP"
"RSF-R80-2","03","0","0","0","0",""
"RSH-4A","00","0","0","0","0",""
"RSH-4A","01","0","0","0","0","RP"
"RSH-4A","02","0","0","0","0",""
"RSH-4A","03","0","0","0","0",""
"RSVS1918BK1","02","1","0","0","0","RI"
"RSVS1918BK1","03","0","0","0","0",""
"RSVS1926BK1","01","0","0","0","0","RI"
"RSVS1926BK1","02","1","0","0","0","RI"
"RSVS1926BK1","03","0","0","0","0",""
"RT-320CF","01","0","0","0","0",""
"RT-320CF","02","0","0","0","0",""
"RT-320CF","03","0","0","0","0",""
"RT-606","01","0","0","0","0","RP"
"RT-606","02","0","0","0","0",""
"RT-606","03","0","0","0","0",""
"RT-608","01","0","0","0","0","RP"
"RT-608","02","0","0","0","0",""
"RT-608","03","0","0","0","0",""
"RT3FC-B","02","11","0","0","0","RP"
"RT3FC-B","03","0","0","0","0",""
"RTCSD-01","02","0","0","0","0",""
"RTCSD-01","03","0","0","0","0",""
"SF-RTL-09876","02","0","0","0","0",""
"SF-RTL-09876","03","0","0","0","0",""
"SF-RTL-09885","02","0","0","0","0",""
"SF-RTL-09885","03","0","0","0","0",""
"274-016","02","1","0","0","0",""
"WLTSF24IBU75","02","2","0","0","0","R"
"UTD2102CEX","05","0","0","0","0",""
"302-012BK","02","1","0","0","0","R"
"138-549","02","2","0","0","0","R"
"SF-RTL-10426","02","0","0","0","0",""
"SF-RTL-10426","03","0","0","0","0",""
"54-134","03","0","0","0","0",""
